customer,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state,gender
QD28391,College,742584.53,84302,62,0,Personal Auto,Four-Door Car,76.61,Washington,M
WV17090,Bachelor,2558572.78,0,116,0,Corporate Auto,SUV,830.62,California,M
TM23514,College,1027260.82,60145,132,0,Personal Auto,SUV,580.47,Oregon,M
MQ68407,Bachelor,437636.36,63774,111,0,Personal Auto,Four-Door Car,60.04,Oregon,F
GJ59592,Bachelor,531889.66,25134,67,0,Corporate Auto,Four-Door Car,321.6,California,F
FY56083,Bachelor,471976.22,37057,61,1,Personal Auto,Four-Door Car,47.53,Oregon,M
UA94723,High School or Below,442803.16,58577,110,0,Personal Auto,SUV,303.87,Oregon,F
FW91032,High School or Below,587917.61,85857,73,0,Corporate Auto,Four-Door Car,100.62,California,M
DE34457,Doctor,941690.85,70602,116,0,Personal Auto,SUV,481.34,Oregon,F
HD32044,Master,828815.56,33816,106,2,Corporate Auto,Four-Door Car,508.8,Oregon,F
HH30454,Bachelor,3265483.83,0,153,0,Personal Auto,SUV,1101.6,Oregon,M
AH84063,College,471945.01,89642,121,4,Corporate Auto,SUV,86.32,Oregon,F
QA17596,Bachelor,390347.48,60068,98,0,Personal Auto,Two-Door Car,470.4,California,F
XI41052,Bachelor,545725.97,50044,139,0,Personal Auto,SUV,667.2,California,F
DI30528,Master,272535.64,36650,69,1,Personal Auto,Four-Door Car,56.6,California,F
SC66359,College,443397.37,50653,110,0,Corporate Auto,SUV,262.87,Arizona,F
EN61670,Doctor,533246.27,68931,66,0,Personal Auto,Four-Door Car,309.58,Arizona,F
DQ10761,Bachelor,231509.5,0,73,1,Corporate Auto,Four-Door Car,350.4,Oregon,M
BQ51587,College,541195.37,0,73,0,Personal Auto,Four-Door Car,365.36,California,F
JE21522,Bachelor,958733.23,39266,80,0,Personal Auto,Four-Door Car,384.0,California,M
WS47147,College,2210350.72,0,102,0,Personal Auto,SUV,489.6,California,M
ZA64638,High School or Below,976494.53,0,98,1,Personal Auto,Four-Door Car,705.6,Nevada,F
EW38459,Bachelor,256715.15,40864,65,0,Corporate Auto,Four-Door Car,9.52,Nevada,F
QW87316,College,265062.28,39035,68,0,Personal Auto,Four-Door Car,244.56,Oregon,F
IC43478,Bachelor,1126436.33,34923,98,0,Personal Auto,Two-Door Car,639.11,California,M
TE34064,High School or Below,216852.35,0,63,0,Personal Auto,Four-Door Car,453.6,California,M
WU60905,High School or Below,861066.75,0,111,0,Corporate Auto,SUV,532.8,California,F
YM18992,College,283464.62,24506,71,0,Personal Auto,Two-Door Car,511.2,California,F
PD55753,High School or Below,893013.97,0,82,0,Personal Auto,Four-Door Car,554.52,Oregon,M
KU56006,College,553638.7,52220,70,1,Personal Auto,Four-Door Car,336.0,Arizona,F
MJ69973,High School or Below,284085.43,0,74,0,Personal Auto,Two-Door Car,402.45,Arizona,M
TW43626,College,808288.1,53554,67,0,Personal Auto,Four-Door Car,327.02,California,M
XX84133,Bachelor,525473.43,34476,67,1,Corporate Auto,Four-Door Car,5.4,California,M
ZW84453,Bachelor,511623.76,0,70,0,Personal Auto,Four-Door Car,131.4,Arizona,F
HO29524,College,303464.7,68205,76,0,Personal Auto,Two-Door Car,99.38,California,M
VE89726,High School or Below,802489.99,0,119,1,Personal Auto,SUV,856.8,California,F
GE87503,High School or Below,1821114.32,53690,154,0,Personal Auto,SUV,739.2,California,M
PX90263,High School or Below,512156.33,0,72,0,Personal Auto,Four-Door Car,518.4,Oregon,M
NI17718,High School or Below,215017.86,0,61,0,Personal Auto,Four-Door Car,292.8,California,F
FY32213,High School or Below,559538.99,74454,71,0,Personal Auto,Four-Door Car,340.8,California,F
RZ13254,Bachelor,756282.4,0,73,0,Personal Auto,Four-Door Car,350.4,Nevada,F
GN45013,High School or Below,538585.32,29664,71,0,Personal Auto,Four-Door Car,340.8,Oregon,M
NM39588,Doctor,267805.83,72450,66,0,Corporate Auto,Four-Door Car,84.22,Washington,F
KU84464,Bachelor,942256.79,47272,79,3,Personal Auto,Four-Door Car,64.55,Nevada,F
YH43527,College,360586.03,21585,92,0,Corporate Auto,Four-Door Car,441.6,Oregon,F
RO30676,College,776259.06,23827,106,2,Personal Auto,Four-Door Car,37.91,California,F
QL59704,College,2344490.05,69906,74,2,Corporate Auto,Four-Door Car,202.86,Arizona,F
QH19450,High School or Below,255817.82,0,72,0,Corporate Auto,Four-Door Car,345.6,California,F
SA54664,Master,265438.1,73196,66,1,Personal Auto,Four-Door Car,85.81,Washington,M
CI38330,Bachelor,254978.61,72217,6464,0,Personal Auto,Four-Door Car,91.15,Washington,M
WB38524,High School or Below,296959.33,46131,74,0,Personal Auto,Two-Door Car,355.2,California,M
CE56187,Master,436312.46,54514,109,3,Personal Auto,SUV,286.23,Oregon,F
JL19416,High School or Below,588430.86,0,161,0,Personal Auto,SUV,1159.2,California,F
JZ61422,College,527219.16,96668,66,0,Personal Auto,Four-Door Car,316.8,Nevada,F
LA13377,Doctor,550989.57,78879,69,1,Personal Auto,Four-Door Car,466.57,California,M
NC99948,College,1631368.35,0,69,0,Personal Auto,Four-Door Car,331.2,Nevada,M
QD34785,Bachelor,567805.02,0,76,0,Personal Auto,Four-Door Car,364.8,Arizona,F
RO26085,Bachelor,1210120.88,0,112,0,Personal Auto,Luxury,1252.41,California,F
ES57969,Bachelor,245357.08,29735,69,0,Personal Auto,Four-Door Car,331.2,Oregon,M
JK55587,High School or Below,507566.27,23082,65,0,Special Auto,Four-Door Car,312.0,California,M
RN97635,Bachelor,321497.94,53984,80,0,Corporate Auto,Four-Door Car,421.48,Arizona,M
BI76326,College,1227534.31,52135,156,0,Personal Auto,SUV,430.51,California,F
JA34909,College,272221.07,17576,71,0,Corporate Auto,Four-Door Car,398.5,California,F
OJ90342,Bachelor,245744.09,29486,62,0,Personal Auto,Four-Door Car,7.65,Oregon,F
CM88932,Master,355484.53,58557,88,0,Corporate Auto,Four-Door Car,55.51,Oregon,F
JJ97525,Bachelor,492954.97,25632,63,0,Personal Auto,Two-Door Car,351.27,California,M
XV21647,High School or Below,803645.03,0,112,0,Personal Auto,Luxury,806.4,California,F
MC83487,Bachelor,427691.53,18768,68,3,Corporate Auto,Four-Door Car,647.45,Arizona,M
BL90769,Bachelor,3347334.95,33190,106,0,Personal Auto,SUV,508.8,California,F
CR57148,Master,596058.14,47945,74,0,Personal Auto,Two-Door Car,128.44,Oregon,F
CP85232,College,4479546.94,58778,126,0,Special Auto,SUV,302.03,Arizona,M
YL74732,High School or Below,383211.81,15192,100,0,Personal Auto,SUV,480.0,California,F
FG16766,Bachelor,683793.26,51859,171,0,Personal Auto,SUV,1003.16,California,F
NV55438,High School or Below,528526.82,23422,72,0,Personal Auto,Two-Door Car,518.4,Nevada,F
RM10880,College,309651.12,21604,79,0,Corporate Auto,Four-Door Car,379.2,California,F
GL56175,College,358971.07,79298,90,0,Personal Auto,Four-Door Car,244.36,Arizona,M
UK52289,Bachelor,258240.85,76731,64,0,Special Auto,Four-Door Car,201.46,Arizona,F
OT85112,College,340391.94,38460,88,1,Personal Auto,Four-Door Car,91.55,Washington,M
BC62782,College,1357567.6,48534,115,1,Personal Auto,SUV,552.0,Arizona,F
TI19722,Doctor,343613.43,30817,88,0,Corporate Auto,Four-Door Car,91.83,Washington,M
JP30654,College,2868582.79,48412,104,0,Personal Auto,SUV,707.43,Oregon,F
UM45563,Bachelor,450267.97,68798,114,0,Personal Auto,SUV,92.92,Washington,M
EN60878,Bachelor,618311.15,23712,85,0,Personal Auto,Four-Door Car,376.13,Oregon,M
JF36291,College,387364.7,28142,105,0,Personal Auto,Luxury,701.71,California,M
BK59444,Master,1892933.06,72196,68,0,Personal Auto,Four-Door Car,152.18,California,F
MK70700,Master,555329.58,68197,69,0,Personal Auto,Four-Door Car,176.82,California,M
IW71076,Bachelor,501125.92,75248,63,0,Corporate Auto,Four-Door Car,104.45,California,M
AP98768,College,1044244.63,0,98,0,Personal Auto,Four-Door Car,941.72,California,F
OM24164,Bachelor,219961.78,0,65,1,Personal Auto,Two-Door Car,468.0,Nevada,M
HR85211,Master,512317.09,89879,63,0,Personal Auto,Two-Door Car,94.03,Washington,F
VC87846,High School or Below,748431.05,46998,96,0,Corporate Auto,Four-Door Car,460.8,Oregon,M
ZM92052,Bachelor,261302.31,57099,67,0,Personal Auto,Two-Door Car,67.86,Oregon,M
ON73702,Bachelor,908063.97,33897,114,0,Corporate Auto,SUV,539.84,Arizona,F
QQ90441,High School or Below,1377097.62,59207,116,0,Personal Auto,Four-Door Car,556.8,Nevada,F
HU35721,High School or Below,287682.29,40171,73,0,Personal Auto,Four-Door Car,350.4,Oregon,M
YP47665,Doctor,540891.15,80192,67,0,Personal Auto,Four-Door Car,95.19,Washington,M
FU99476,High School or Below,677030.68,74422,85,1,Personal Auto,Four-Door Car,95.34,Washington,M
AG85615,College,2414387.56,0,87,0,Special Auto,Four-Door Car,626.4,Oregon,M
OY74069,College,353805.95,0,67,5,Personal Auto,Four-Door Car,321.6,Arizona,F
DJ91267,Bachelor,2909123.94,34226,244,0,Personal Auto,Luxury,494.4,Nevada,F
KB72438,High School or Below,1983420.12,65989,123,1,Personal Auto,SUV,115.55,California,F
TR67616,High School or Below,473136.7,30686,61,0,Corporate Auto,Four-Door Car,19.94,Oregon,M
GF65731,Master,3553784.6,0,113,0,Personal Auto,Luxury,799.93,California,F
HB67642,High School or Below,3461137.9,20090,109,0,Personal Auto,Luxury,523.2,Arizona,F
DP84567,High School or Below,2021630.88,0,183,0,Personal Auto,Luxury,878.4,California,M
VV77534,College,1397651.93,77094,176,0,Personal Auto,SUV,444.47,Oregon,M
GL67540,College,590408.82,97413,73,0,Personal Auto,Four-Door Car,268.82,California,F
SV50502,Master,559583.5,79189,69,0,Corporate Auto,Four-Door Car,331.2,Oregon,F
UK59698,High School or Below,229430.36,0,62,0,Personal Auto,Two-Door Car,297.6,California,F
OA57352,College,627391.19,18577,86,0,Personal Auto,Four-Door Car,412.8,Arizona,F
ZF84449,College,372672.8,0,112,1,Special Auto,Luxury,806.4,Oregon,F
AX86150,High School or Below,265671.31,62777,67,0,Personal Auto,Two-Door Car,101.29,Washington,M
HG39060,Bachelor,511068.08,0,74,0,Corporate Auto,Four-Door Car,532.8,Oregon,M
EM29359,College,712659.65,17483,183,0,Personal Auto,Luxury,1317.6,Nevada,M
SF57173,Master,460163.41,84394,114,0,Personal Auto,SUV,691.41,Oregon,M
OT47603,College,915523.97,0,127,0,Personal Auto,Luxury,804.81,Oregon,M
SW31412,College,1480805.62,41440,62,1,Personal Auto,Four-Door Car,297.6,Oregon,F
JS36322,High School or Below,890167.84,0,136,1,Personal Auto,Luxury,1090.86,Arizona,M
RE81445,College,573459.82,98132,71,0,Personal Auto,Two-Door Car,50.59,Oregon,F
RM24280,High School or Below,417769.7,0,112,0,Personal Auto,Four-Door Car,537.6,Oregon,F
LC25393,Bachelor,2777628.91,88220,230,0,Personal Auto,Luxury,151.53,California,M
UX38930,Master,1036434.75,58327,129,0,Personal Auto,SUV,347.08,Arizona,F
HD95496,Master,785190.14,25950,66,0,Personal Auto,Two-Door Car,271.7,Oregon,M
RX24650,High School or Below,477294.38,20993,133,0,Corporate Auto,SUV,638.4,Oregon,M
DW19309,High School or Below,1422650.49,65726,177,0,Corporate Auto,SUV,849.6,Oregon,M
MT41386,Bachelor,287543.24,84768,72,0,Personal Auto,Two-Door Car,110.48,Washington,M
WZ40465,Bachelor,504129.96,36234,63,0,Personal Auto,Four-Door Car,113.53,Washington,F
DB42794,College,436293.12,58842,110,0,Personal Auto,Four-Door Car,528.0,California,M
JB50798,Master,962452.44,25629,124,2,Corporate Auto,Luxury,595.2,Oregon,F
IP69763,College,2191440.55,77311,181,0,Personal Auto,SUV,113.61,Washington,F
TE35785,Doctor,694842.22,0,196,2,Personal Auto,Luxury,1337.06,California,M
HX74855,High School or Below,247152.84,95697,61,0,Personal Auto,Two-Door Car,114.27,Washington,M
QN65180,Bachelor,2190391.36,22254,79,0,Personal Auto,Four-Door Car,125.19,Oregon,F
GE47180,High School or Below,902882.14,65974,113,0,Personal Auto,Luxury,235.22,Nevada,M
VQ38776,College,530375.95,0,76,0,Personal Auto,Four-Door Car,395.34,Oregon,F
BH86846,High School or Below,2070825.88,92079,65,1,Corporate Auto,Four-Door Car,114.8,Washington,M
IN17648,High School or Below,512376.81,0,74,0,Personal Auto,Two-Door Car,772.8,Nevada,M
DF95759,College,949234.3,0,132,0,Personal Auto,SUV,633.6,Oregon,M
QG45324,High School or Below,820486.32,0,73,0,Personal Auto,Four-Door Car,350.4,Oregon,F
MN61620,College,987729.57,67752,131,4,Personal Auto,Luxury,168.52,Arizona,F
YH86390,Bachelor,481500.97,25398,64,0,Corporate Auto,Four-Door Car,307.2,California,F
FY13480,High School or Below,627701.17,0,88,0,Personal Auto,Four-Door Car,633.6,California,M
YH61661,High School or Below,826063.98,33321,105,0,Special Auto,SUV,504.0,California,M
NL93182,Bachelor,254945.0,0,78,0,Corporate Auto,Four-Door Car,845.65,Nevada,M
LN31673,College,1131808.98,38923,99,2,Personal Auto,Four-Door Car,115.73,Washington,
WE68644,Bachelor,380392.18,20325,100,0,Personal Auto,Luxury,668.29,Oregon,F
EZ30498,Bachelor,863540.35,13129,117,0,Personal Auto,SUV,700.9,Oregon,M
QY74517,High School or Below,551055.9,0,73,0,Personal Auto,Four-Door Car,525.6,Oregon,F
NM88660,Master,358588.41,49080,91,0,Corporate Auto,Four-Door Car,25.3,Nevada,M
MZ82036,College,488925.28,42536,63,0,Personal Auto,Four-Door Car,375.33,Nevada,M
ID20929,Bachelor,275694.17,29926,74,0,Corporate Auto,Four-Door Car,418.23,Oregon,M
EY50028,Doctor,328954.74,0,86,0,Corporate Auto,Two-Door Car,398.24,Nevada,M
TT82373,Bachelor,1093717.85,21450,138,0,Personal Auto,Luxury,938.51,California,F
OH64088,High School or Below,737556.79,33345,65,0,Corporate Auto,Four-Door Car,338.62,California,M
SK97780,Bachelor,1011077.82,15752,90,0,Corporate Auto,Two-Door Car,339.34,California,F
IO33050,High School or Below,511941.43,40169,65,1,Personal Auto,Four-Door Car,302.82,Oregon,F
XA55917,College,853383.2,26049,113,1,Personal Auto,SUV,619.17,California,F
JK32620,College,222476.8,0,68,0,Personal Auto,Four-Door Car,326.4,Nevada,M
RQ19236,Doctor,804280.38,55411,100,0,Personal Auto,Luxury,259.56,Arizona,M
QC47433,College,255443.71,12459,70,0,Personal Auto,Four-Door Car,336.0,Oregon,M
RA93608,Bachelor,1807394.0,64620,76,1,Personal Auto,Two-Door Car,364.8,Oregon,M
XH97711,Bachelor,243050.66,83140,61,0,Corporate Auto,Four-Door Car,179.16,California,M
AU96286,Bachelor,316765.84,0,92,0,Corporate Auto,Four-Door Car,662.4,Oregon,F
KC17170,Bachelor,546560.4,54422,68,0,Corporate Auto,Four-Door Car,75.5,Arizona,F
ZN47335,College,1035751.42,68309,131,0,Corporate Auto,SUV,306.98,California,M
EI46264,High School or Below,253781.39,56621,65,2,Personal Auto,Four-Door Car,84.03,California,M
EK87864,College,282194.72,38977,70,0,Special Auto,Four-Door Car,139.49,Arizona,F
GV45403,Bachelor,775712.81,0,111,0,Corporate Auto,Two-Door Car,607.45,Arizona,M
QK31192,High School or Below,407913.27,0,114,0,Corporate Auto,Two-Door Car,631.12,Arizona,M
LU89008,College,595554.46,0,83,0,Personal Auto,Four-Door Car,628.02,Arizona,F
NS10490,Bachelor,1415861.36,83235,70,0,Personal Auto,Two-Door Car,336.0,Oregon,F
KL98495,College,848723.8,0,74,0,Personal Auto,Two-Door Car,426.66,Nevada,M
IU96845,College,628547.69,32390,80,0,Personal Auto,Four-Door Car,91.42,Arizona,M
QL93655,High School or Below,1147348.15,66538,95,0,Personal Auto,Two-Door Car,317.84,Oregon,F
PF40592,College,494263.06,23285,65,0,Personal Auto,Two-Door Car,118.45,Washington,F
LZ34046,Bachelor,2359468.02,76358,66,0,Personal Auto,Four-Door Car,86.46,Oregon,M
JC80093,Master,257250.66,21104,66,0,Personal Auto,Four-Door Car,118.45,Washington,M
YE88490,College,538089.86,55350,67,0,Personal Auto,Four-Door Car,321.6,Arizona,F
YC80498,College,477055.09,12964,65,0,Personal Auto,Two-Door Car,362.77,California,F
AI85843,Master,675665.14,33288,86,2,Personal Auto,Four-Door Car,221.86,Arizona,F
XD66024,College,593601.18,0,84,0,Personal Auto,Four-Door Car,980.17,Arizona,F
FY51713,Bachelor,357076.05,56168,88,0,Personal Auto,Four-Door Car,614.68,Arizona,F
PH26378,College,601996.05,0,92,0,Personal Auto,Four-Door Car,662.4,California,M
WQ18638,High School or Below,542686.4,23105,69,0,Personal Auto,Two-Door Car,331.2,Oregon,M
KY14688,Master,273031.38,36218,68,0,Personal Auto,Four-Door Car,145.25,Oregon,F
TC97762,High School or Below,498268.14,52275,62,0,Corporate Auto,Four-Door Car,374.24,California,F
QC87108,College,876926.68,49665,74,0,Personal Auto,Four-Door Car,355.2,Oregon,F
CX12134,High School or Below,422061.35,32471,110,0,Personal Auto,Two-Door Car,528.0,Nevada,M
SM73248,High School or Below,1153750.51,0,86,1,Corporate Auto,Two-Door Car,619.2,Arizona,M
CK19789,Master,588718.2,62773,73,0,Personal Auto,Four-Door Car,80.67,California,F
UV12583,College,470058.38,76694,117,0,Personal Auto,SUV,561.6,California,F
JC11405,High School or Below,1096395.72,55687,276,0,Personal Auto,Luxury,1324.8,Oregon,M
KA89683,High School or Below,252317.12,0,70,0,Personal Auto,Four-Door Car,504.0,Arizona,F
BG85305,Doctor,375780.47,36633,96,1,Personal Auto,Four-Door Car,460.8,Nevada,M
UQ87917,High School or Below,1294173.35,77060,106,0,Personal Auto,SUV,468.57,Oregon,M
XN11823,Bachelor,376446.51,92600,94,0,Corporate Auto,Two-Door Car,842.44,Nevada,F
OS46571,High School or Below,688955.7,0,66,0,Personal Auto,Four-Door Car,475.2,California,M
PX17116,College,362345.42,0,111,2,Corporate Auto,SUV,1171.93,Nevada,M
RP19541,College,758211.38,64801,64,0,Personal Auto,Four-Door Car,268.47,Arizona,M
ZR25747,College,827774.56,45257,103,0,Corporate Auto,Two-Door Car,494.4,Oregon,F
NQ86532,High School or Below,257645.56,26854,66,0,Personal Auto,Four-Door Car,475.2,California,M
JY27336,College,820538.79,85840,102,2,Corporate Auto,SUV,138.72,Oregon,F
PB54378,Doctor,1958246.89,26463,72,0,Corporate Auto,Four-Door Car,345.6,Oregon,F
SV38190,Bachelor,648152.66,30689,81,0,Personal Auto,Four-Door Car,467.25,Nevada,F
CV24005,High School or Below,259931.09,29590,66,0,Corporate Auto,Two-Door Car,467.5,Oregon,M
EX28656,College,983033.76,25965,253,0,Personal Auto,Luxury,1214.4,Oregon,F
CF57022,Bachelor,1044265.14,17269,139,0,Personal Auto,SUV,667.2,Oregon,M
GM16780,College,3605753.7,90330,137,3,Corporate Auto,Luxury,192.09,Oregon,M
BX94438,High School or Below,847003.68,0,113,0,Corporate Auto,SUV,619.97,California,F
RM41745,High School or Below,827878.65,0,110,0,Personal Auto,Four-Door Car,1002.78,California,F
XR70252,High School or Below,478893.26,0,67,1,Personal Auto,Two-Door Car,321.6,California,F
YH92099,Bachelor,308799.99,18558,80,0,Special Auto,Four-Door Car,384.0,Arizona,F
SG81493,Bachelor,444373.62,46384,113,0,Corporate Auto,Four-Door Car,251.77,Arizona,M
ZX23819,High School or Below,798408.65,0,72,0,Personal Auto,Two-Door Car,866.21,Oregon,F
FJ54907,College,718097.1,42303,180,0,Personal Auto,Luxury,1210.92,Oregon,F
CU26127,Bachelor,1565603.43,71731,130,0,Corporate Auto,SUV,599.65,California,F
YH60476,High School or Below,578018.22,51066,74,0,Corporate Auto,Four-Door Car,787.99,Oregon,M
ZZ97035,College,2071494.04,0,203,0,Corporate Auto,Luxury,2027.72,California,M
GE82737,Bachelor,533735.24,0,86,3,Personal Auto,Four-Door Car,619.2,Nevada,F
KY21873,College,505082.62,0,69,0,Personal Auto,Two-Door Car,72.85,Arizona,M
UA51318,High School or Below,511662.4,26173,68,1,Corporate Auto,Four-Door Car,449.82,Arizona,F
BV55014,Bachelor,726873.7,24445,63,0,Personal Auto,Two-Door Car,302.4,Oregon,M
HX21307,College,261661.39,72302,66,0,Personal Auto,Two-Door Car,316.8,Oregon,M
LQ68252,High School or Below,373843.62,27208,102,0,Personal Auto,SUV,489.6,Oregon,M
CR92802,Master,272535.64,36650,69,1,Special Auto,Four-Door Car,56.6,California,F
SL35268,College,545386.12,30855,68,0,Corporate Auto,Four-Door Car,259.06,Arizona,M
RD62882,Bachelor,684615.03,0,95,0,Personal Auto,Two-Door Car,456.0,Arizona,F
JS42382,Master,617291.42,99960,76,0,Corporate Auto,Four-Door Car,364.8,Oregon,M
BT30554,Bachelor,1034632.45,0,98,0,Personal Auto,Four-Door Car,470.4,Arizona,F
VP57424,Bachelor,699700.86,55873,88,0,Personal Auto,Four-Door Car,299.36,Nevada,F
VU19243,High School or Below,419625.77,18052,111,0,Personal Auto,Four-Door Car,699.17,Arizona,F
TA82973,High School or Below,785810.98,28937,104,2,Personal Auto,SUV,117.96,Oregon,F
GK71720,High School or Below,606434.4,0,86,0,Personal Auto,Four-Door Car,545.24,Oregon,F
OQ61223,College,1749752.2,0,73,0,Personal Auto,Two-Door Car,350.4,California,M
LL62746,Doctor,897064.73,12829,118,0,Personal Auto,SUV,328.23,Oregon,M
JQ56711,Master,592311.72,92163,73,0,Personal Auto,Two-Door Car,66.57,Oregon,F
AW77988,High School or Below,3585059.94,17588,192,0,Personal Auto,Luxury,1382.4,Oregon,M
